customerid,recency,frequency,monetary,rfm,RFM_Category
17653,83,83,39.98,242,Other Segments
19233,114,114,69.99,242,Other Segments
13717,76,76,74.98,242,Other Segments
13694,118,118,71.58,242,Other Segments
11702,76,76,53.99,242,Other Segments
17713,104,104,69.97,242,Other Segments
27700,82,82,39.98,242,Other Segments
13614,96,48,43.465,242,Other Segments
16193,97,81,45.235,242,Other Segments
11971,108,108,74.98,242,Other Segments
20438,112,112,69.97,242,Other Segments
14908,102,102,39.98,242,Other Segments
15008,128,128,74.98,242,Other Segments
18071,98,98,68.49,242,Other Segments
14570,88,88,39.98,242,Other Segments
26452,112,112,59.98,242,Other Segments
15091,87,87,39.98,242,Other Segments
15260,119,119,45.95,242,Other Segments
17879,109,109,54.98,242,Other Segments
11822,73,73,37.29,242,Other Segments
21815,118,118,64.47,242,Other Segments
16382,116,116,59.98,242,Other Segments
21978,101,101,37.29,242,Other Segments
16857,89,89,54.98,242,Other Segments
21171,87,87,37.29,242,Other Segments
11490,119,119,53.99,242,Other Segments
28991,125,125,63.97,242,Other Segments
15615,128,128,42.28,242,Other Segments
14344,104,104,63.97,242,Other Segments
17238,125,85,73.74,242,Other Segments
15317,84,84,54.98,242,Other Segments
11828,104,60,46.99,242,Other Segments
11842,81,81,39.99,242,Other Segments
26701,121,121,39.98,242,Other Segments
25579,127,127,39.98,242,Other Segments
11805,100,100,74.98,242,Other Segments
28035,94,94,69.99,242,Other Segments
19047,118,118,71.95,242,Other Segments
13923,113,113,56.97,242,Other Segments
20458,94,94,49.97,242,Other Segments
13617,105,105,62.94,242,Other Segments
14633,112,83,47.775,242,Other Segments
29037,86,86,69.99,242,Other Segments
19857,101,101,69.99,242,Other Segments
28347,81,81,73.96,242,Other Segments
17481,90,56,63.47,242,Other Segments
21784,79,79,49.97,242,Other Segments
28090,122,122,39.98,242,Other Segments
14502,122,68,42.485,242,Other Segments
27970,119,119,64.47,242,Other Segments
11256,108,108,38.98,242,Other Segments
15504,74,74,39.98,242,Other Segments
14422,117,117,38.88,242,Other Segments
11405,123,123,53.99,242,Other Segments
17788,122,122,64.97,242,Other Segments
27758,129,129,69.99,242,Other Segments
23496,113,113,69.97,242,Other Segments
15444,97,97,54.98,242,Other Segments
27887,88,88,39.47,242,Other Segments
28969,81,81,62.98,242,Other Segments
18063,128,128,54.98,242,Other Segments
26699,93,93,64.47,242,Other Segments
12504,98,98,61.08,242,Other Segments
11508,79,45,38.635,242,Other Segments
28053,108,108,68.97,242,Other Segments
13944,87,88,53.925,242,Other Segments
22388,129,129,68.49,242,Other Segments
13231,90,49,52.485,242,Other Segments
12149,92,92,74.98,242,Other Segments
11153,125,62,54.885,242,Other Segments
25219,117,117,39.98,242,Other Segments
19809,101,101,69.99,242,Other Segments
23745,93,93,44.22,242,Other Segments
12776,128,128,48.97,242,Other Segments
23307,82,82,67.93,242,Other Segments
18295,81,51,72.135,242,Other Segments
16171,83,58,51.93,242,Other Segments
22185,128,128,38.98,242,Other Segments
17230,129,129,53.99,242,Other Segments
17253,118,118,53.99,242,Other Segments
24412,87,87,38.88,242,Other Segments
28551,91,91,69.99,242,Other Segments
11694,112,112,74.98,242,Other Segments
17407,85,85,54.98,242,Other Segments
13494,75,75,39.98,242,Other Segments
11313,86,86,42.28,242,Other Segments
17390,85,85,39.98,242,Other Segments
27755,87,87,60.47,242,Other Segments
24440,99,99,61.08,242,Other Segments
18034,72,72,63.97,242,Other Segments
19242,95,95,69.99,242,Other Segments
20410,113,113,49.97,242,Other Segments
15186,123,123,59.48,242,Other Segments
17161,127,127,59.98,242,Other Segments
12664,81,81,68.97,242,Other Segments
16640,105,105,69.97,242,Other Segments
18349,129,129,39.98,242,Other Segments
11210,87,87,42.28,242,Other Segments
19216,94,94,54.98,242,Other Segments
22989,77,77,69.97,242,Other Segments
28462,128,128,69.99,242,Other Segments
19139,72,72,69.99,242,Other Segments
11691,74,87,59.98,242,Other Segments
18853,97,97,69.99,242,Other Segments
20327,75,75,69.99,242,Other Segments
24449,79,79,38.88,242,Other Segments
11714,79,82,46.99,242,Other Segments
17367,115,115,68.49,242,Other Segments
16958,120,57,56.0066,242,Other Segments
14608,102,102,39.98,242,Other Segments
27243,106,106,54.98,242,Other Segments
24595,119,119,61.96,242,Other Segments
11760,121,61,73.485,242,Other Segments
23997,106,106,39.98,242,Other Segments
23244,80,80,39.98,242,Other Segments
27028,103,103,59.98,242,Other Segments
25800,80,80,39.98,242,Other Segments
21624,83,83,49.97,242,Other Segments
20370,85,85,49.97,242,Other Segments
25348,89,89,64.97,242,Other Segments
22949,105,105,71.97,242,Other Segments
11840,89,46,43.64,242,Other Segments
22683,75,75,58.47,242,Other Segments
29324,120,120,38.98,242,Other Segments
23490,80,80,43.97,242,Other Segments
13941,90,90,38.88,242,Other Segments
12467,102,102,58.98,242,Other Segments
12796,119,119,71.97,242,Other Segments
22142,127,127,71.94,242,Other Segments
14568,116,116,54.96,242,Other Segments
18896,104,104,74.98,242,Other Segments
26696,95,95,68.97,242,Other Segments
14522,79,79,72.96,242,Other Segments
12295,95,85,42.6,242,Other Segments
16168,125,80,40.055,242,Other Segments
14153,82,82,48.97,242,Other Segments
21223,129,129,56.98,242,Other Segments
11823,75,75,63.96,242,Other Segments
16248,91,91,39.98,242,Other Segments
29052,122,122,38.98,242,Other Segments
14067,112,112,49.99,242,Other Segments
29075,121,121,67.49,242,Other Segments
17628,82,87,53.12,242,Other Segments
28468,81,81,60.47,242,Other Segments
17997,105,105,69.97,242,Other Segments
20745,80,80,49.48,242,Other Segments
25620,113,113,39.98,242,Other Segments
25136,118,118,39.98,242,Other Segments
17605,105,105,39.98,242,Other Segments
15856,107,92,58.125,242,Other Segments
26785,76,76,74.98,242,Other Segments
20705,122,122,69.47,242,Other Segments
18541,121,121,69.99,242,Other Segments
14213,87,87,58.98,242,Other Segments
12939,121,66,55.1,242,Other Segments
19580,119,119,53.99,242,Other Segments
14711,127,127,71.97,242,Other Segments
23576,72,72,39.98,242,Other Segments
23628,75,75,69.97,242,Other Segments
17886,96,96,38.97,242,Other Segments
14897,73,71,73.02,242,Other Segments
29124,79,79,69.99,242,Other Segments
17740,128,128,38.98,242,Other Segments
13303,90,90,42.28,242,Other Segments
14677,82,82,49.99,242,Other Segments
11783,82,65,54.985,242,Other Segments
22208,123,123,42.28,242,Other Segments
16635,105,105,38.88,242,Other Segments
12244,76,83,57.48,242,Other Segments
16074,77,77,39.98,242,Other Segments
22729,117,117,69.97,242,Other Segments
12865,94,59,57.115,242,Other Segments
15951,102,102,39.98,242,Other Segments
13787,77,77,59.98,242,Other Segments
27664,108,108,60.47,242,Other Segments
21026,89,89,38.98,242,Other Segments
23728,113,113,69.97,242,Other Segments
17342,119,119,39.98,242,Other Segments
19466,73,73,63.97,242,Other Segments
21564,83,83,74.98,242,Other Segments
25669,121,121,38.98,242,Other Segments
19921,110,110,63.97,242,Other Segments
15868,74,74,74.46,242,Other Segments
11348,123,123,67.97,242,Other Segments
12722,117,117,39.47,242,Other Segments
12015,101,101,61.97,242,Other Segments
14196,110,110,68.97,242,Other Segments
12095,91,91,47.94,242,Other Segments
19589,112,112,62.98,242,Other Segments
11013,110,110,38.98,242,Other Segments
26559,78,78,38.98,242,Other Segments
20233,90,90,69.97,242,Other Segments
20505,119,119,64.97,242,Other Segments
14554,116,116,69.99,242,Other Segments
18447,76,76,21.49,241,Other Segments
24355,78,78,36.59,241,Other Segments
16134,97,97,13.98,241,Other Segments
17110,123,123,7.28,241,Other Segments
28746,115,115,23.78,241,Other Segments
17339,113,113,4.99,241,Other Segments
26144,88,88,27.77,241,Other Segments
25142,119,119,13.98,241,Other Segments
12453,73,73,21.98,241,Other Segments
25188,91,91,13.98,241,Other Segments
15009,80,80,36.96,241,Other Segments
11789,95,73,36.14,241,Other Segments
21776,91,91,23.97,241,Other Segments
27100,118,118,7.28,241,Other Segments
16721,115,115,23.78,241,Other Segments
15639,80,58,17.285,241,Other Segments
27438,72,72,27.77,241,Other Segments
11600,87,87,34.99,241,Other Segments
22068,111,111,23.97,241,Other Segments
18321,127,127,12.94,241,Other Segments
25314,128,128,7.28,241,Other Segments
24773,107,107,7.28,241,Other Segments
11866,96,82,21.475,241,Other Segments
22735,91,91,34.98,241,Other Segments
18195,102,102,8.99,241,Other Segments
11554,85,85,34.99,241,Other Segments
18192,117,117,34.99,241,Other Segments
12642,78,78,8.99,241,Other Segments
24395,123,123,36.59,241,Other Segments
12951,125,125,30.97,241,Other Segments
14202,95,95,32.6,241,Other Segments
22752,75,75,32.28,241,Other Segments
22798,86,86,24.99,241,Other Segments
15092,105,105,36.59,241,Other Segments
15384,119,119,7.28,241,Other Segments
23044,114,114,37.27,241,Other Segments
12344,88,70,22.105,241,Other Segments
20419,116,116,4.99,241,Other Segments
13495,105,65,28.975,241,Other Segments
26184,116,116,36.27,241,Other Segments
24933,123,123,32.6,241,Other Segments
28809,118,118,24.99,241,Other Segments
17694,104,104,4.99,241,Other Segments
12733,113,113,33.98,241,Other Segments
17170,109,109,13.98,241,Other Segments
18043,73,73,34.98,241,Other Segments
27930,122,122,36.27,241,Other Segments
18149,119,119,15.23,241,Other Segments
11634,97,71,19.79,241,Other Segments
11880,113,113,7.95,241,Other Segments
17290,90,90,29.99,241,Other Segments
18106,102,102,4.99,241,Other Segments
28322,119,119,29.48,241,Other Segments
22540,99,99,29.48,241,Other Segments
24246,84,84,9.99,241,Other Segments
26218,111,111,6.28,241,Other Segments
28860,78,78,28.98,241,Other Segments
14943,117,117,36.96,241,Other Segments
26181,112,112,32.27,241,Other Segments
27237,94,94,28.99,241,Other Segments
20041,99,99,12.98,241,Other Segments
28408,87,87,23.78,241,Other Segments
19603,127,127,25.48,241,Other Segments
16214,123,123,15.23,241,Other Segments
11213,126,126,2.29,241,Other Segments
11362,125,125,27.28,241,Other Segments
15839,87,87,24.27,241,Other Segments
16088,72,72,7.28,241,Other Segments
15212,110,110,4.99,241,Other Segments
12507,112,112,8.99,241,Other Segments
26556,75,75,36.27,241,Other Segments
28783,95,95,34.99,241,Other Segments
25929,113,113,27.28,241,Other Segments
11322,72,65,22.285,241,Other Segments
15524,72,72,7.28,241,Other Segments
29112,82,82,6.28,241,Other Segments
21953,102,102,35,241,Other Segments
14983,88,88,35,241,Other Segments
19328,109,109,27.28,241,Other Segments
19351,101,101,4.99,241,Other Segments
14920,104,104,4.99,241,Other Segments
29109,92,92,6.28,241,Other Segments
21186,97,97,35,241,Other Segments
21455,81,81,14.98,241,Other Segments
13586,96,96,8.99,241,Other Segments
24120,129,129,3.99,241,Other Segments
15807,123,123,24.99,241,Other Segments
20487,92,92,9.99,241,Other Segments
13995,78,78,34.99,241,Other Segments
25356,105,105,27.28,241,Other Segments
15618,122,122,24.99,241,Other Segments
24423,126,126,32.6,241,Other Segments
20550,83,83,24.99,241,Other Segments
28717,93,93,29.48,241,Other Segments
20250,105,105,37.27,241,Other Segments
27658,120,120,27.77,241,Other Segments
21409,99,99,35,241,Other Segments
16251,92,92,4.99,241,Other Segments
17642,124,124,27.96,241,Other Segments
28914,83,83,27.77,241,Other Segments
14021,83,83,21.98,241,Other Segments
18180,83,83,12.94,241,Other Segments
28980,72,72,36.93,241,Other Segments
24071,72,72,12.94,241,Other Segments
25130,84,84,7.28,241,Other Segments
23364,116,116,32.28,241,Other Segments
29129,90,90,24.99,241,Other Segments
25342,89,89,24.99,241,Other Segments
19342,87,87,31.27,241,Other Segments
11164,96,96,6.28,241,Other Segments
14622,80,80,28.96,241,Other Segments
11542,82,82,34.47,241,Other Segments
15870,75,75,7.28,241,Other Segments
12787,81,81,16.27,241,Other Segments
24878,74,74,23.78,241,Other Segments
22863,104,104,29.99,241,Other Segments
17104,125,125,4.99,241,Other Segments
22059,122,122,7.28,241,Other Segments
15584,128,128,34.99,241,Other Segments
11113,102,60,36.6266,241,Other Segments
13732,106,89,36.98,241,Other Segments
24489,110,110,4.99,241,Other Segments
22866,129,129,6.28,241,Other Segments
28614,78,78,8.99,241,Other Segments
16626,73,77,35.785,241,Other Segments
15026,104,104,24.99,241,Other Segments
24223,117,117,32.28,241,Other Segments
16692,113,113,24.99,241,Other Segments
29089,116,116,6.28,241,Other Segments
25259,110,110,32.27,241,Other Segments
13652,85,85,30.97,241,Other Segments
29427,76,76,21.49,241,Other Segments
20868,119,119,37.27,241,Other Segments
18312,121,121,15.23,241,Other Segments
22457,100,100,4.99,241,Other Segments
29241,126,126,24.99,241,Other Segments
15315,115,115,4.99,241,Other Segments
25554,96,96,7.28,241,Other Segments
26052,74,74,24.99,241,Other Segments
18169,128,128,7.28,241,Other Segments
11677,118,118,21.49,241,Other Segments
16503,76,76,4.99,241,Other Segments
23928,116,116,36.27,241,Other Segments
12046,105,82,21.995,241,Other Segments
28279,83,83,7.28,241,Other Segments
22766,73,73,29.99,241,Other Segments
24827,116,116,34.89,241,Other Segments
14084,80,44,35.115,241,Other Segments
14399,111,111,4.99,241,Other Segments
28803,96,96,27.28,241,Other Segments
26389,96,96,36.27,241,Other Segments
25848,115,115,27.28,241,Other Segments
16926,80,80,22.97,241,Other Segments
19465,74,74,4.99,241,Other Segments
20962,111,111,6.28,241,Other Segments
16674,97,97,37.27,241,Other Segments
25164,75,75,34.89,241,Other Segments
18712,125,125,21.98,241,Other Segments
23023,129,129,32.28,241,Other Segments
21088,118,118,30.48,241,Other Segments
17693,124,124,13.98,241,Other Segments
25141,83,83,4.99,241,Other Segments
28599,95,95,7.95,241,Other Segments
25516,125,125,21.49,241,Other Segments
18423,129,129,4.99,241,Other Segments
19751,76,76,32.28,241,Other Segments
11284,91,88,27.74,241,Other Segments
18546,110,110,29.48,241,Other Segments
20212,73,73,23.78,241,Other Segments
24703,119,119,4.99,241,Other Segments
12366,112,112,13.98,241,Other Segments
25224,121,121,7.28,241,Other Segments
20312,87,87,4.99,241,Other Segments
15967,78,78,4.99,241,Other Segments
17318,97,61,21.985,241,Other Segments
25476,119,119,4.99,241,Other Segments
29177,95,95,28.98,241,Other Segments
26492,100,100,29.98,241,Other Segments
21294,111,111,9.99,241,Other Segments
12197,86,90,23.97,241,Other Segments
27680,116,116,35.72,241,Other Segments
17839,119,119,4.99,241,Other Segments
19064,129,129,32.27,241,Other Segments
26541,74,74,24.99,241,Other Segments
12409,73,73,35,241,Other Segments
14865,128,128,29.99,241,Other Segments
26349,121,121,27.28,241,Other Segments
20776,75,75,22.93,241,Other Segments
12721,89,89,14.98,241,Other Segments
12157,83,83,35,241,Other Segments
23003,101,101,32.28,241,Other Segments
22227,128,128,34.98,241,Other Segments
25665,94,94,4.99,241,Other Segments
27308,116,116,6.28,241,Other Segments
19648,82,44,21.935,241,Other Segments
13860,110,90,27.485,241,Other Segments
16302,100,100,24.99,241,Other Segments
11785,102,102,34.99,241,Other Segments
22081,118,118,29.99,241,Other Segments
16299,99,99,4.99,241,Other Segments
24148,120,120,11.94,241,Other Segments
11221,116,116,3.99,241,Other Segments
29409,111,111,36.27,241,Other Segments
23976,124,124,4.99,241,Other Segments
24898,99,99,7.28,241,Other Segments
23570,94,94,21.98,241,Other Segments
11127,113,113,3.99,241,Other Segments
25044,73,73,36.59,241,Other Segments
23716,107,107,26.97,241,Other Segments
23839,108,108,29.99,241,Other Segments
20676,110,110,14.98,241,Other Segments
16454,100,85,23.63,241,Other Segments
22488,96,96,4.99,241,Other Segments
21114,126,126,4.99,241,Other Segments
16992,123,123,4.99,241,Other Segments
24154,123,123,29.48,241,Other Segments
17015,90,90,4.99,241,Other Segments
18572,81,81,13.98,241,Other Segments
13308,96,96,29.93,241,Other Segments
23822,88,88,37.27,241,Other Segments
14582,103,86,30.905,241,Other Segments
16185,73,48,14.49,241,Other Segments
24108,97,97,3.99,241,Other Segments
26358,78,78,23.78,241,Other Segments
23072,102,102,37.27,241,Other Segments
25336,97,97,24.99,241,Other Segments
25628,120,120,6.28,241,Other Segments
24546,108,108,37.27,241,Other Segments
22359,90,90,7.28,241,Other Segments
25299,117,117,4.99,241,Other Segments
25007,98,98,27.28,241,Other Segments
21449,74,74,14.98,241,Other Segments
27022,93,93,4.99,241,Other Segments
23424,105,105,29.48,241,Other Segments
15701,125,125,7.28,241,Other Segments
26544,85,85,21.49,241,Other Segments
29438,82,82,33.98,241,Other Segments
15810,116,116,34.89,241,Other Segments
15269,96,96,7.28,241,Other Segments
27964,89,89,6.28,241,Other Segments
24572,107,107,3.99,241,Other Segments
21363,96,96,4.99,241,Other Segments
23198,122,122,34.98,241,Other Segments
28233,77,77,21.49,241,Other Segments
14124,95,95,32.6,241,Other Segments
19625,114,62,26.385,241,Other Segments
15446,78,78,32.27,241,Other Segments
11510,81,71,35.87,241,Other Segments
18300,108,108,34.89,241,Other Segments
19923,93,93,24.99,241,Other Segments
21632,114,114,14.98,241,Other Segments
21789,86,86,14.98,241,Other Segments
14562,74,74,7.28,241,Other Segments
23498,119,119,4.99,241,Other Segments
20942,129,129,3.99,241,Other Segments
13471,73,73,30.97,241,Other Segments
15400,92,92,4.99,241,Other Segments
11533,79,79,2.29,241,Other Segments
22024,90,90,23.97,241,Other Segments
27826,102,102,23.78,241,Other Segments
28004,108,108,7.28,241,Other Segments
19259,100,100,28.98,241,Other Segments
18031,77,77,24.99,241,Other Segments
16557,128,128,31.27,241,Other Segments
23673,73,73,4.99,241,Other Segments
28127,116,116,4.99,241,Other Segments
23129,87,87,4.99,241,Other Segments
20596,125,125,32.27,241,Other Segments
11399,110,110,13.98,241,Other Segments
17556,118,118,4.99,241,Other Segments
18054,100,100,36.96,241,Other Segments
17954,73,73,34.98,241,Other Segments
16474,126,126,24.99,241,Other Segments
27443,96,96,23.78,241,Other Segments
17616,98,98,4.99,241,Other Segments
21340,84,84,22.93,241,Other Segments
24088,79,79,6.28,241,Other Segments
17702,120,120,29.48,241,Other Segments
29767,124,124,24.294,241,Other Segments
26232,100,100,4.99,241,Other Segments
24499,72,72,32.6,241,Other Segments
14274,95,95,9.99,241,Other Segments
18734,89,89,21.98,241,Other Segments
12345,121,61,32.355,241,Other Segments
11426,114,114,34.99,241,Other Segments
24768,100,100,32.6,241,Other Segments
11177,125,125,6.28,241,Other Segments
23557,79,79,7.28,241,Other Segments
13670,83,80,27.235,241,Other Segments
19919,80,80,4.99,241,Other Segments
29116,115,115,17.27,241,Other Segments
13467,83,83,21.98,241,Other Segments
26889,109,109,30.48,241,Other Segments
24035,117,117,13.98,241,Other Segments
16610,117,71,33.79,241,Other Segments
25893,97,97,24.99,241,Other Segments
28300,112,112,2.29,241,Other Segments
12047,91,91,35,241,Other Segments
16438,97,97,24.99,241,Other Segments
22435,76,76,23.78,241,Other Segments
28615,90,90,8.99,241,Other Segments
24742,126,126,36.59,241,Other Segments
11758,124,124,24.49,241,Other Segments
15731,128,128,24.99,241,Other Segments
22727,117,117,34.98,241,Other Segments
28286,98,98,4.99,241,Other Segments
26700,97,97,7.28,241,Other Segments
22286,81,81,34.98,241,Other Segments
17895,109,109,29.98,241,Other Segments
13052,88,88,30.97,241,Other Segments
27218,110,110,6.28,241,Other Segments
27533,107,107,25.48,241,Other Segments
21250,99,99,14.98,241,Other Segments
19627,97,78,20.875,241,Other Segments
20603,101,101,23.78,241,Other Segments
12943,98,98,8.99,241,Other Segments
17357,96,96,4.99,241,Other Segments
12880,80,80,37.27,241,Other Segments
19873,116,116,7.28,241,Other Segments
17526,121,121,4.99,241,Other Segments
14363,94,94,14.98,241,Other Segments
19275,128,128,13.98,241,Other Segments
15405,94,94,15.23,241,Other Segments
29302,87,87,22.93,241,Other Segments
27221,94,94,3.99,241,Other Segments
12465,124,124,33.43,241,Other Segments
23826,112,112,32.28,241,Other Segments
21662,101,101,21.49,241,Other Segments
13985,101,101,30.97,241,Other Segments
21851,129,129,4.99,241,Other Segments
16876,99,99,34.89,241,Other Segments
27224,121,121,6.28,241,Other Segments
21121,107,107,21.49,241,Other Segments
24991,110,110,34.89,241,Other Segments
17652,100,100,14.23,241,Other Segments
19587,109,109,21.49,241,Other Segments
26680,93,93,32.27,241,Other Segments
13899,110,110,21.98,241,Other Segments
13421,96,96,24.27,241,Other Segments
17875,76,76,24.99,241,Other Segments
14237,116,116,31.27,241,Other Segments
25206,122,122,24.99,241,Other Segments
13507,98,52,21.985,241,Other Segments
11555,85,85,34.99,241,Other Segments
14068,91,91,27.28,241,Other Segments
13676,127,127,36.27,241,Other Segments
17838,78,78,24.99,241,Other Segments
28266,121,121,4.99,241,Other Segments
27410,74,74,23.78,241,Other Segments
11094,116,116,29.98,241,Other Segments
11532,118,118,2.29,241,Other Segments
16464,92,92,4.99,241,Other Segments
16003,120,120,4.99,241,Other Segments
20520,125,125,14.98,241,Other Segments
29176,105,105,15.23,241,Other Segments
22747,108,108,32.28,241,Other Segments
17274,86,86,13.98,241,Other Segments
20769,80,80,25.22,241,Other Segments
24078,115,115,3.99,241,Other Segments
21084,107,107,27.77,241,Other Segments
28054,124,124,25.48,241,Other Segments
27387,127,127,33.98,241,Other Segments
20503,106,106,14.98,241,Other Segments
16510,115,115,27.28,241,Other Segments
14180,84,84,32.6,241,Other Segments
11163,92,92,3.99,241,Other Segments
13762,127,127,36.59,241,Other Segments
15385,109,109,7.28,241,Other Segments
22547,86,86,37.27,241,Other Segments
16115,126,126,7.28,241,Other Segments
18179,106,106,4.99,241,Other Segments
11209,129,129,2.29,241,Other Segments
25667,95,95,23.78,241,Other Segments
25338,92,92,27.28,241,Other Segments
27210,109,109,7.28,241,Other Segments
26337,98,98,29.98,241,Other Segments
14094,97,97,21.98,241,Other Segments
11392,125,125,28.99,241,Other Segments
17970,122,122,27.28,241,Other Segments
27957,123,123,6.28,241,Other Segments
24963,102,102,32.6,241,Other Segments
15368,117,117,7.28,241,Other Segments
18104,121,121,13.98,241,Other Segments
25372,120,120,32.6,241,Other Segments
16716,115,115,27.92,241,Other Segments
18253,82,82,36.96,241,Other Segments
22040,77,77,37.27,241,Other Segments
28126,114,114,13.98,241,Other Segments
27980,77,77,29.48,241,Other Segments
18677,84,89,30.48,241,Other Segments
25524,117,117,25.48,241,Other Segments
19928,90,90,4.99,241,Other Segments
20380,102,102,7.28,241,Other Segments
17509,85,85,37.27,241,Other Segments
28601,120,120,7.95,241,Other Segments
24379,99,99,13.98,241,Other Segments
13496,106,106,36.59,241,Other Segments
14492,103,103,7.28,241,Other Segments
25813,129,129,26.97,241,Other Segments
28106,108,108,12.94,241,Other Segments
22049,88,88,14.98,241,Other Segments
16699,84,84,32.6,241,Other Segments
17031,114,114,13.98,241,Other Segments
17200,99,99,21.98,241,Other Segments
14014,73,73,34.99,241,Other Segments
15640,92,92,17.285,241,Other Segments
13493,99,64,24.48,241,Other Segments
20509,92,92,9.99,241,Other Segments
18090,72,51,32.455,241,Other Segments
27479,126,126,23.78,241,Other Segments
11226,123,80,18.645,241,Other Segments
29251,120,120,12.98,241,Other Segments
15013,90,90,26.97,241,Other Segments
12457,119,119,24.27,241,Other Segments
15823,78,78,28.98,241,Other Segments
13788,124,124,33.98,241,Other Segments
27164,81,81,3.99,241,Other Segments
27336,111,111,36.27,241,Other Segments
22710,105,105,3.99,241,Other Segments
22381,75,75,29.48,241,Other Segments
21989,128,128,35,241,Other Segments
16453,113,113,7.28,241,Other Segments
27313,88,88,33.98,241,Other Segments
20277,90,90,4.99,241,Other Segments
21843,117,117,13.98,241,Other Segments
28959,100,100,14.98,241,Other Segments
18657,113,113,4.99,241,Other Segments
29105,109,109,6.28,241,Other Segments
17821,105,105,6.28,241,Other Segments
20761,76,76,22.93,241,Other Segments
13599,92,92,14.98,241,Other Segments
23609,77,77,12.98,241,Other Segments
14122,107,107,30.97,241,Other Segments
28005,127,127,7.28,241,Other Segments
23591,125,125,7.28,241,Other Segments
29379,98,98,23.78,241,Other Segments
27049,90,90,4.99,241,Other Segments
18387,120,120,4.99,241,Other Segments
25818,100,100,35.96,241,Other Segments
19953,79,79,25.48,241,Other Segments
21238,120,120,32.27,241,Other Segments
27072,91,91,31.28,241,Other Segments
29396,87,87,36.27,241,Other Segments
15519,96,96,21.98,241,Other Segments
16455,127,127,28.98,241,Other Segments
25629,101,101,23.78,241,Other Segments
25343,116,116,24.99,241,Other Segments
22034,123,123,14.98,241,Other Segments
13186,84,84,21.98,241,Other Segments
19515,126,126,6.28,241,Other Segments
21845,125,125,4.99,241,Other Segments
28572,85,85,31.27,241,Other Segments
16043,80,80,21.98,241,Other Segments
28057,129,129,21.49,241,Other Segments
19106,81,74,32.475,241,Other Segments
28011,99,99,7.28,241,Other Segments
19352,102,102,13.98,241,Other Segments
23451,99,99,34.98,241,Other Segments
23643,89,89,4.99,241,Other Segments
19781,72,91,23.13,241,Other Segments
16292,129,129,32.28,241,Other Segments
20637,81,81,9.99,241,Other Segments
13149,116,116,34.99,241,Other Segments
21115,102,102,4.99,241,Other Segments
16183,80,42,15.635,241,Other Segments
21742,94,94,30.97,241,Other Segments
26697,91,91,28.99,241,Other Segments
26173,93,93,4.99,241,Other Segments
29442,104,104,33.98,241,Other Segments
25197,81,81,36.59,241,Other Segments
24530,92,92,36.59,241,Other Segments
13146,75,75,30.97,241,Other Segments
27945,97,97,12.98,241,Other Segments
25091,116,116,36.59,241,Other Segments
22280,76,76,32.28,241,Other Segments
24928,110,110,27.28,241,Other Segments
29173,96,96,27.28,241,Other Segments
21307,124,124,23.97,241,Other Segments
18304,102,102,2.29,241,Other Segments
20554,96,96,34.98,241,Other Segments
18327,126,126,13.98,241,Other Segments
16930,121,121,7.95,241,Other Segments
17746,122,122,29.98,241,Other Segments
24693,111,111,7.28,241,Other Segments
12814,95,95,29.48,241,Other Segments
15224,88,88,36.93,241,Other Segments
14683,115,76,36.98,241,Other Segments
23096,94,94,7.28,241,Other Segments
16306,125,125,21.98,241,Other Segments
16249,94,94,13.98,241,Other Segments
13309,104,104,21.98,241,Other Segments
12957,78,78,35,241,Other Segments
14626,118,118,32.6,241,Other Segments
14454,121,121,31.97,241,Other Segments
11749,86,57,19.985,241,Other Segments
20766,125,125,14.98,241,Other Segments
27046,107,107,36.27,241,Other Segments
25031,91,91,25.48,241,Other Segments
21095,97,97,31.73,241,Other Segments
14085,99,99,36.96,241,Other Segments
15247,84,84,7.28,241,Other Segments
29304,121,121,23.97,241,Other Segments
23588,92,92,37.27,241,Other Segments
26333,87,87,32.27,241,Other Segments
26874,92,92,23.78,241,Other Segments
25062,111,111,13.98,241,Other Segments
17033,110,110,29.48,241,Other Segments
13701,93,93,36.59,241,Other Segments
13097,115,115,21.98,241,Other Segments
27478,114,114,27.77,241,Other Segments
23064,112,112,29.99,241,Other Segments
19363,77,77,4.99,241,Other Segments
12616,73,73,14.98,241,Other Segments
27163,90,90,7.28,241,Other Segments
22211,78,78,37.27,241,Other Segments
16738,73,70,22.475,241,Other Segments
11580,107,107,34.99,241,Other Segments
24315,77,77,32.6,241,Other Segments
26894,124,124,23.78,241,Other Segments
24982,95,95,34.89,241,Other Segments
13037,95,95,34.99,241,Other Segments
27730,87,87,3.99,241,Other Segments
20960,75,75,6.28,241,Other Segments
19317,107,107,4.99,241,Other Segments
18733,111,76,12.135,241,Other Segments
17505,87,87,7.28,241,Other Segments
22380,120,120,4.99,241,Other Segments
16346,107,107,6.28,241,Other Segments
24375,115,115,31.73,241,Other Segments
26542,110,110,27.28,241,Other Segments
29436,93,93,28.99,241,Other Segments
26287,77,77,35.23,241,Other Segments
28597,105,105,7.95,241,Other Segments
27993,88,88,2.29,241,Other Segments
17820,105,105,3.99,241,Other Segments
14099,109,68,20.63,241,Other Segments
18510,92,92,4.99,241,Other Segments
23282,92,92,37.27,241,Other Segments
17686,85,85,32.28,241,Other Segments
16458,127,127,24.99,241,Other Segments
22077,117,117,29.99,241,Other Segments
17763,78,78,12.94,241,Other Segments
